domain,comparison,stack_index,from_index,to_index,absolute_shift
WBC,REF-A_full_vs_REF-C_disjoint_four,9241,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9242,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9243,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9245,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9246,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9248,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9249,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9250,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9251,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9252,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9253,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9254,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9255,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9256,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9257,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9260,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9261,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9262,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9265,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9267,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9270,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9271,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9273,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9274,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9275,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9276,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9277,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9278,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9279,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9281,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9282,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9283,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9284,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9285,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9286,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9287,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9289,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9290,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9291,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9293,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9294,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9295,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9296,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9297,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9299,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9300,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9302,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9303,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9304,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9305,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9306,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9308,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9309,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9310,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9311,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9312,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9317,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9318,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9319,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9320,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9321,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9322,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9323,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9325,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9326,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9328,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9329,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9331,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9332,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9333,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9334,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9335,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9336,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9337,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9338,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9339,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9340,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9341,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9342,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9343,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9344,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9345,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9346,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9348,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9349,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9350,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9351,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9352,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9353,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9354,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9355,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9356,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9357,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9358,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9360,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9361,6,5,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9362,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9363,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9364,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9366,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9367,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9368,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9369,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9370,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9373,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9374,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9376,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9377,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9378,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9380,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9381,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9384,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9386,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9387,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9390,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9392,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9394,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9396,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9399,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9400,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9402,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9403,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9406,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9407,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9408,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9409,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9412,5,4,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9426,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9427,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9429,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9430,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9431,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9436,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9437,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9438,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9441,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9442,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9443,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9446,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9450,6,5,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9452,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9460,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9461,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9462,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9463,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9464,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9466,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9475,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9476,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9477,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9478,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9479,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9480,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9481,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9482,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9483,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9485,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9486,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9487,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9488,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9489,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9493,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9494,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9495,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9499,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9503,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9504,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9505,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9507,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9508,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9514,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9515,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9517,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9518,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9519,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9520,6,5,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9524,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9525,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9526,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9530,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9536,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9537,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9538,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9539,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9542,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9545,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9546,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9547,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9550,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9553,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9554,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9555,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9556,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9558,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9559,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9562,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9564,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9566,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9576,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9581,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9584,6,5,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9585,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9586,4,7,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9588,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9589,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9591,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9597,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9599,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9602,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9603,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9608,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9613,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9616,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9623,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9632,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9633,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9637,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9638,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9639,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9641,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9650,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9652,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9653,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9654,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9657,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9662,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9666,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9671,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9672,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9673,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9693,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9697,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9706,4,5,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9707,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9711,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9712,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9713,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9716,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9718,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9719,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9720,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9723,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9724,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9726,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9727,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9738,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9739,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9741,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9744,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9745,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9747,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9752,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9761,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9763,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9768,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9769,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9770,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9772,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9773,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9777,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9780,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9782,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9787,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9788,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9791,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9792,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9797,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9798,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9799,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9800,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9801,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9803,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9805,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9808,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9809,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9813,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9814,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9815,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9816,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9817,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9818,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9821,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9824,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9825,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9827,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9829,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9832,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9836,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9838,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9839,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9840,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9841,4,6,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9843,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9845,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9846,4,5,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9849,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9850,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9851,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9853,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9855,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9856,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9858,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9861,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9863,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9864,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9867,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9868,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9869,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9872,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9873,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9876,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9877,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9879,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9880,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9882,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9883,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9885,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9893,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9894,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9895,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9896,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9897,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9898,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9900,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9902,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9905,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9907,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9908,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9909,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9910,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9911,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9912,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9914,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9915,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9916,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9918,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9920,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9921,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9922,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9923,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9924,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9925,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9927,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9929,4,6,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9930,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9932,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9933,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9935,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9937,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9938,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9943,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9944,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9945,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9946,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9951,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9956,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9957,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9958,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9962,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9963,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9964,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9967,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9968,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9971,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9972,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9974,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9976,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9977,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9978,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9979,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9982,4,5,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9986,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9987,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9988,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9989,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,9991,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9993,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,9995,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,9998,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10000,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10001,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10004,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,10005,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,10007,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10008,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10013,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10014,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,10015,5,6,1
WBC,REF-A_full_vs_REF-C_disjoint_four,10016,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10019,5,8,3
WBC,REF-A_full_vs_REF-C_disjoint_four,10021,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,10022,7,8,1
WBC,REF-A_full_vs_REF-C_disjoint_four,10023,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10025,6,8,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10026,6,7,1
WBC,REF-A_full_vs_REF-C_disjoint_four,10027,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10028,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10030,5,7,2
WBC,REF-A_full_vs_REF-C_disjoint_four,10032,5,7,2
